,imdbId,title,releaseYear,releaseDate,genre_x,writers,actors,directors,sequel,hitFlop,movie_name,release_date,runtime,genre_y,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross,actors_movieCount,actors_ratingSum,actors_normalizedMovieRank,actors_googleHits,actors_normalizedGoogleRank,actors_normalizedRating,directors_movieCount,directors_ratingSum,directors_normalizedMovieRank,directors_googleHits,directors_normalizedGoogleRank,directors_normalizedRating
547,tt1372681,Aa Dekhen Zara,2009,27 Mar 2009,Action | Crime | Drama,Sheershak Anand (story) | Shantanu Ray Chhibber (story),Neil Nitin Mukesh | Bipasha Basu | Biswajeet Chatterjee | Sophiya Chaudhary,Jehangir Surti,0.0,1,Aa Dekhen Zara, 27 Mar 2009 , 117 min  ,Thriller,Disaster,450,"9,65,000","17,00,00,000","85,00,000","2,85,00,000","4,23,00,000","4,92,45,000","7,24,86,000","8,42,00,000","10,38,35,000",21.0,930.0,3.0752049684524536,617000.0,2.588294982910156,3.657864928245544,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
548,tt1373156,Karthik Calling Karthik,2010,26 Feb 2010,Drama | Romance | Thriller,Vijay Lalwani (story),Farhan Akhtar | Deepika Padukone | Ram Kapoor | Vivan Bhatena,Vijay Lalwani,0.0,2,Karthik Calling Karthik, 26 Feb 2010 , 135 min  ,Thriller,Flop,850,"27,04,000","20,00,00,000",None,None,"13,86,00,000",None,"21,88,56,000","24,54,00,000","28,22,00,000",9.0,530.0,4.168479959170024,1620000.0,7.265435218811035,5.56632673740387,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
549,tt1375789,Race 2,2013,25 Jan 2013,Action | Crime | Drama,Shiraz Ahmed (screenplay) | Kiran Kotrial (dialogue),Anil Kapoor | Saif Ali Khan | John Abraham | Deepika Padukone,Abbas Alibhai Burmawalla | Mastan Alibhai Burmawalla,1.0,5,Race 2, 25 Jan 2013 , 140 min  ,Thriller,Semi Hit,3200,"1,16,73,000","94,00,00,000","14,38,00,000","48,17,00,000","69,58,00,000","82,65,74,500","1,18,76,25,500","1,27,03,00,000","1,61,53,75,000",22.0,1122.5,4.127907454967499,2325000.0,6.994555234909058,6.769084930419923,10.0,580.0,3.700000047683716,4295.0,1.0228950381278992,3.640475034713745
550,tt1388903,Mirch,2010,22 Oct 2010,Comedy | Drama | Fantasy,Javed Akhtar (lyrics) | Vinay Shukla (story),Arunoday Singh | Boman Irani | Ila Arun | Konkona Sen Sharma,Vinay Shukla,0.0,1,Mirch, 17 Dec 2010 , 128 min  ,Comedy,Disaster,150,"1,30,000","3,75,00,000","19,00,000","61,00,000","86,00,000","84,79,000","1,19,54,000","1,26,00,000","1,26,00,000",10.5,437.5,2.8349750339984894,141000.0,1.7240700125694275,2.5371025502681746,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
551,tt1391544,Dhoondte Reh Jaoge,2009,06 Mar 2009,Comedy | Drama,Shabbir Ahmed (lyrics) | Rajeev Jhaveri (story) | Jalees Sherwani (lyrics) | Umesh Shukla (dialogues) | Umesh Shukla,Paresh Rawal | Kunal Khemu | Sonu Sood | Soha Ali Khan,Umesh Shukla,0.0,2,Dhoondte Reh Jaoge, 6 Mar 2009 , 130 min  ,Comedy,Flop,625,"10,00,000","10,00,00,000",None,None,"4,74,00,000",None,"6,79,63,000","8,65,00,000","9,03,50,000",12.5,615.0,3.28057000041008,438025.0,2.126577466726303,3.5117624998092625,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
552,tt1392744,Chance Pe Dance,2010,15 Jan 2010,Comedy | Drama | Romance,Nupur Asthana (screenplay) | Manu Rishi Chadha (additional dialogue) | Ken Ghosh (screenplay) | Kiran Kotrial (dialogues) | Irfan Siddiqui (lyrics),Shahid Kapoor | Genelia D'Souza | Mohnish Bahl | Satish Shah,Ken Ghosh,0.0,2,Chance Pe Dance, 15 Jan 2010 , 158 min  ,Rom - Com,Flop,800,"14,61,000","29,00,00,000","1,88,00,000","5,88,00,000","8,47,00,000","10,22,87,250","14,57,76,500","12,78,00,000","16,30,27,500",12.5,542.5,3.270944982767105,551400.0,2.8932200272878013,3.5309750437736516,3.0,120.0,2.4210500717163086,0.0,0.0,2.1914598941803
553,tt1395025,Agent Vinod,2012,23 Mar 2012,Action,Arijit Biswas (story) | Sriram Raghavan (story),Kareena Kapoor | Saif Ali Khan | Adil Hussain | Gulshan Grover,Sriram Raghavan,0.0,2,Agent Vinod, 23 Mar 2012 , 161 min  ,Thriller,Flop,2200,"60,31,000","60,00,00,000","8,72,00,000","25,53,00,000","36,08,00,000","42,76,70,500","59,31,88,000","59,68,00,000","73,00,50,000",32.0,1466.666666666667,3.4888333082199097,1600333.333333333,5.125076572100323,5.339386463165284,3.0,90.0,1.7105300426483154,79500.0,1.5828399658203125,1.8066699504852304
554,tt1396208,Action Replayy,2010,05 Nov 2010,Comedy | Drama | Romance,Irshad Kamil (lyrics) | Aatish Kapadia (dialogues) | Aatish Kapadia (story) | Suresh Nair (story) | Ritesh Shah (dialogues),Akshay Kumar | Aishwarya Rai Bachchan | Om Puri | Kiron Kher,Vipul Amrutlal Shah,0.0,2,Action Replayy, 5 Nov 2010 , 129 min  ,Comedy,Flop,1500,"42,56,000","51,00,00,000","2,82,00,000","14,87,00,000","22,51,00,000","24,70,84,000","36,76,82,000","38,44,00,000","46,29,43,750",28.0,1370.0,4.002150058746338,1286275.0,4.3148750364780435,5.170182466506955,5.0,260.0,3.2736799716949463,7700.0,1.0482499599456787,3.2290298938751203
555,tt1399602,Straight,2009,20 Mar 2009,Comedy | Drama,Anahata (additional screenplay & dialogue) | Uttam Gada (dialogue & screenplay) | Uttam Gada (original story) | Rohena Gera (story) | Anahata Menon (dialogue & screenplay),Vinay Pathak | Gul Panag | Anuj Chaudhary | Siddharth Makkar,Parvati Balagopalan,0.0,1,Straight, 20 Mar 2009 , 110 min  ,Comedy,Disaster,125,"1,48,500","4,25,00,000","17,00,000","60,00,000","85,75,000","82,20,000","1,17,47,750","1,48,00,000","1,48,00,000",10.5,380.0,2.3027799725532527,182600.0,1.4676349759101868,2.5789400339126547,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
556,tt1420539,Ek Se Bure Do,2009,10 Apr 2009,Action | Comedy | Crime,Nisar Akhtar (screenplay) | Panchhi Jalonvi (lyrics) | Bobby Khan (screenplay) | Tariq Khan,Anita | Snehal Dabi | Anita Hassandani | Jagdeep,Tariq Khan,0.0,1,Ek Se Bure Do, 10 Apr 2009 , 101 min  ,Comedy,Disaster,100,"1,94,000","6,00,00,000","10,00,000","33,00,000","46,00,000","45,54,000","63,48,000","1,03,00,000","1,03,00,000",5.5,120.0,1.2445650100708008,665.0,1.0,1.42434996366501,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
557,tt1428459,We Are Family,2010,10 Sep 2010,Drama | Family,Niranjan Iyengar (dialogue),Kareena Kapoor | Kajol | Arjun Rampal | Amrita Prakash,Siddharth Malhotra,0.0,2,We Are Family, 2 Sep 2010 , 117 min  ,Drama,Flop,900,"30,75,000","30,00,00,000","3,11,00,000","10,42,00,000","18,15,00,000","19,05,37,000","31,79,85,000","29,68,00,000","42,04,90,000",22.33333333333333,1263.3333333333333,4.97693673769633,1732000.0,5.464746554692585,6.38108992576599,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
558,tt1431122,No Problem,2010,10 Dec 2010,Action | Comedy | Crime,Ikram Akhtar (screenplay) | Nisar Akhtar (additional dialogue) | Anand Raj Anand (lyrics) | Anees Bazmee | Kumaar (lyrics),Anil Kapoor | Sanjay Dutt | Kangana Ranaut | Sunil Shetty,Anees Bazmee,0.0,2,No Problem, 10 Dec 2010 , 143 min  ,Comedy,Flop,1350,"44,98,000","40,00,00,000","4,21,00,000","1,41,80,000","20,98,00,000","5,79,84,800","33,75,28,000","38,73,00,000","45,07,50,000",30.5,1227.5,3.095794975757599,1229250.0,4.167765021324159,4.569784879684447,7.0,600.0,5.669169902801514,34400.0,1.247040033340454,5.607619762420652
559,tt1431729,Mohandas,2009,01 May 2009,Thriller,Uday Prakash (story),Sonali Kulkarni | Sharbani Mukherji | Sushant Singh | Nakul Vaid,Mazhar Kamran,0.0,1,Mohandas, 4 Sep 2009 , 111 min  ,Thriller,Disaster,35,"6,750","1,75,00,000","1,00,000","3,25,000","4,50,000","4,22,500","5,85,000","6,50,000","6,50,000",8.5,290.0,2.4266300201416016,360000.0,1.9252899289131165,2.91035497188568,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
560,tt1438298,Guzaarish,2010,19 Nov 2010,Comedy | Drama | Romance,Sanjay Leela Bhansali (screenplay) | Bhavani Iyer (dialogue) | Bhavani Iyer (screenplay) | Vibhu Puri (dialogue) | Turaz (lyrics),Hrithik Roshan | Aishwarya Rai Bachchan | Shernaz Patel | Aditya Roy Kapoor,Sanjay Leela Bhansali,0.0,1,Guzaarish, 19 Nov 2010 , 126 min  ,Drama,Disaster,1300,"42,16,000","74,00,00,000","3,82,00,000","13,78,00,000","21,54,00,000","25,13,48,500","38,60,98,000","40,38,00,000","54,89,45,000",12.0,743.3333333333335,5.605976740519207,1526666.666666667,6.9042601585388175,6.2483733495076486,5.0,300.0,3.84210991859436,790000.0,6.872879981994629,4.92204999923706
561,tt1438486,Chal Chala Chal,2009,06 Feb 2009,Action | Comedy | Crime,Anand Raj Anand (lyrics) | Sunil Jha (lyrics) | Manisha Korde (dialogue) | Vaibhav Modi (lyrics),Asrani | Asif Basra | Govinda | Manoj Joshi,Rajeev Kumar,0.0,1,Chal Chala Chal, 6 Feb 2009 , 147 min  ,Comedy,Disaster,150,"3,26,000","8,00,00,000","26,00,000","80,00,000","1,17,00,000","1,09,60,000","1,60,29,000","1,78,00,000","1,78,00,000",10.5,350.0,2.120162546634674,401825.0,2.378726601600647,2.655192583799362,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
562,tt1442570,Fast Forward,2009,25 Sep 2009,Action | Drama | Musical,Romeo D'Costa (story) | Rahil Qazi (screenplay) | Pawan Sony (dialogue) | Pawan Sony (screenplay) | Zaigham Ali Syed (story),Vinod Khanna | Akshay Kapoor | Rehan Khan | Bhavna Pani,Zaigham Ali Syed,0.0,1,Fast Forward, 25 Sep 2009 , 130 min  ,Drama,Disaster,40,"5,675","2,50,00,000","75,000","2,50,000","3,50,000","3,50,000","4,90,000","5,25,000","5,25,000",9.0,520.0,4.695650100708008,243000.0,1.623460054397583,4.03150987625122,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
563,tt1442583,Tum Milo Toh Sahi,2010,02 Apr 2010,Comedy | Drama,Irshad Kamil (lyrics) | Rajen Makhijani (dialogue) | Rajen Makhijani (screenplay) | Rajen Makhijani (story) | Kabir Sadanand (story) | Sameer Siddiqui (dialogue) | Sameer Siddiqui (screenplay),Nana Patekar | Dimple Kapadia | Sunil Shetty | Vidya Malvade,Kabir Sadanand,0.0,1,Tum Milo Toh Sahi, 2 Apr 2010 , 131 min  ,Drama,Disaster,400,"3,14,000","12,00,00,000","38,00,000","1,32,00,000","1,99,00,000","1,79,52,000","2,70,64,000","2,86,00,000","2,86,00,000",18.75,742.5,2.927537590265274,275250.0,1.7066550254821775,3.0712300539016737,3.0,70.0,1.236840009689331,13900.0,1.0944099426269531,1.2486000061035198
564,tt1446055,Don Muthu Swami,2008,23 May 2008,Comedy | Drama,Saleem Agha (screenplay) | Rahat Indori (lyrics) | Amitabh Verma (lyrics),Mithun Chakraborty | Ali Asghar | Arun Bakshi | Rakesh Bedi,Ashim S. Samanta,0.0,1,Don Muthu Swami, 23 May 2008 , 114 min  ,Comedy,Disaster,200,"1,75,000","4,75,00,000",None,None,"44,50,000",None,"62,74,500","84,00,000","84,00,000",13.666666666666664,393.33333333333326,1.735466678937276,96600.0,1.2457733551661174,2.1291699806849165,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
565,tt1451797,Rann,2010,29 Jan 2010,Drama | Mystery,Rohit G. Banawlikar (story) | Sarim Momin (lyrics) | Prashant Pandey (lyrics) | Sandip Singh (lyrics) | Vayu (lyrics),Amitabh Bachchan | Ritesh Deshmukh | Gul Panag | Paresh Rawal,Ram Gopal Varma,0.0,1,Rann, 29 Jan 2010 , 137 min  ,Drama,Disaster,750,"13,80,000","21,00,00,000","1,40,00,000","4,62,00,000","6,77,00,000","7,94,81,000","11,37,76,000","11,17,00,000","13,76,00,000",26.5,1310.0,3.559780091047287,881750.0,3.271290004253387,4.3232975602149954,17.0,680.0,2.4210500717163086,934000.0,7.945040225982666,3.74349999427795
566,tt1455811,Khatta Meetha,2010,23 Jul 2010,Comedy | Crime | Drama,Jay Master (dialogues) | Priyadarshan (screenplay) | Priyadarshan (story) | Nitin Raikwar (lyrics) | Shehzad Roy (lyrics),Akshay Kumar | Rajpal Yadav | Aruna Irani | Kulbhushan Kharbanda,Priyadarshan,0.0,3,Khatta Meetha, 23 Jul 2010 , 155 min  ,Comedy,Below Average,1450,"66,21,000","35,00,00,000","6,86,00,000","22,87,00,000","32,13,00,000","36,14,94,000","50,88,01,000","53,58,00,000","62,79,20,000",35.5,1745.0,3.2692899703979488,1032500.0,3.6601949334144592,4.379379868507384,19.0,1050.0,3.505539894104004,277000.0,3.053329944610596,3.84717988967896
567,tt1455816,Prince,2010,09 Apr 2010,Action | Crime | Drama,Shiraz Ahmed (story) | Mayur Puri (dialogue) | Sameer (lyrics),Vivek Oberoi | Isaiah | Aruna Shields | Nandana Sen,Kookie V. Gulati,0.0,2,Prince, 9 Apr 2010 , 139 min  ,Thriller,Flop,1200,"33,92,000","37,00,00,000","3,48,00,000","10,41,00,000","15,07,00,000","15,87,08,500","22,83,14,500","26,05,00,000","28,94,25,000",18.0,740.0,3.0652201175689697,504000.0,2.2967801094055176,3.48603010177612,3.0,120.0,2.4210500717163086,1220.0,1.0,2.3868100643158
568,tt1465488,Happy Husbands,2011,25 Mar 2011,Comedy | Drama,Jaiveer (screenplay) | Jaiveer (story) | Sarim Momin (lyrics),Anay | Kurush Deboo | Mohit Ghai | Ahwaan,Jaiveer,0.0,1,Happy Husbands, 25 Mar 2011 , 135 min  ,Comedy,Disaster,175,"65,900","3,00,00,000","7,75,000","25,00,000","35,50,000","34,75,000","49,34,500","54,00,000","54,00,000",6.0,130.0,1.163040041923523,8340.0,1.0180799961090088,1.67315995693207,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
569,tt1465493,Hum Tum Aur Ghost,2010,26 Mar 2010,Comedy | Drama | Fantasy,Arshad Sayed (screenplay) | Soumik Sen (screenplay) | Arshad Warsi (screenplay) | Arshad Warsi (story),Arshad Warsi | Dia Mirza | Boman Irani | Sandhya Mridul,Kabeer Kaushik,0.0,1,Hum Tum Aur Ghost, 26 Mar 2010 , 136 min  ,Sci Fi / Fantasy,Disaster,450,"7,83,000","21,00,00,000","82,00,000","2,65,00,000","4,07,00,000","4,41,40,000","6,66,02,000","6,66,00,000","8,01,00,000",15.25,655.0,3.2251124382019043,568250.0,2.951183319091797,3.5296275615692148,4.0,90.0,1.1776299476623535,41500.0,1.2999099493026731,1.23090994358063
570,tt1474271,Love Khichdi,2009,28 Aug 2009,Comedy | Drama | Romance,Srinivas Bhashyam (story) | Manu Joseph (story) | Pankaj Kapoor (additional dialogue) | Sandeep Srivastava (dialogue),Randeep Hooda | Rituparna Sengupta | Sada | Divya Dutta,Srinivas Bhashyam,0.0,1,Love Khichdi, 28 Aug 2009 , 129 min  ,Rom - Com,Disaster,100,"45,100","2,25,00,000","5,75,000","19,00,000","26,00,000","26,03,000","35,62,000","36,50,000","36,50,000",11.333333333333336,386.66666666666674,2.1005433003107705,249000.0,1.9601149559021,2.37198336919149,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
571,tt1479667,Aagey Se Right,2009,04 Sep 2009,Comedy | Crime | Drama,Abhijeet Deshpande (additional dialogue) | Hitesh Kewalya (lyrics) | Jabbar Patel | Dheeraj Rattan (additional screenplay) | Manoj Santoshi (additional dialogue),Shreyas Talpade | Bharati Achrekar | Shaukat Baig | Rakesh Bedi,Indrajit Nattooji,0.0,2,Aagey Se Right, 4 Sep 2009 , 117 min  ,Comedy,Flop,375,"4,77,000","6,00,00,000","52,00,000","1,71,00,000","2,57,00,000","2,37,69,000","3,57,23,000","4,21,00,000","4,21,00,000",8.0,270.0,2.1820633808771768,53733.33333333334,1.2044950127601624,2.131346662839257,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
572,tt1479857,Zor Lagaa Ke... Haiya!,2009,12 Jun 2009,Comedy | Drama | Family,,Meghan Jadhav | Mithun Chakraborty | Riya Sen | Seema Biswas,Girish Girija Joshi,0.0,1,Zor Lagaa Ke... Haiya!, 12 Jun 2009 , 115 min  ,Drama,Disaster,125,"30,200","3,25,00,000","4,25,000","13,50,000","19,00,000","18,63,000","26,22,000","27,25,000","27,25,000",13.0,390.0,2.0030099948247275,72033.33333333331,1.2753099799156191,2.05620002746582,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
573,tt1499201,Anjaana Anjaani,2010,01 Oct 2010,Comedy | Drama | Musical,Mamta Anand (story) | Siddharth Anand (dialogue) | Siddharth Anand (screenplay) | Vishal Dadlani (lyrics) | Advaita Kala (screenplay) | Kumaar (lyrics) | Kausar Munir (lyrics),Priyanka Chopra | Carl Marino | Ranbir Kapoor | Aubrey K. Miller,Siddharth Anand,0.0,4,Anjaana Anjaani, 1 Oct 2010 , 152 min  ,Rom - Com,Average,1250,"56,59,000","40,00,00,000","6,43,00,000","22,53,00,000","32,07,00,000","38,25,03,000","53,18,27,000","54,47,00,000","68,48,75,000",23.5,1440.0,5.704794883728027,2495000.0,7.433119773864746,7.917749881744385,5.0,400.0,5.263160228729248,312000.0,3.313920021057129,5.6148099899292
574,tt1501301,Morning Walk,2009,10 Jul 2009,Drama,Rohit G. Banawlikar (screenplay) | Arup Dutta (story) | Sujit Sen,Nargis Bagheri | Divya Dutta | Avika Gor | Rajit Kapoor,Arup Dutta,0.0,1,Morning Walk, 10 Jul 2009 , 112 min  ,Drama,Disaster,100,"58,400","2,75,00,000","7,50,000","26,00,000","36,50,000","35,62,000","50,00,500","57,00,000","57,00,000",11.0,250.0,1.1834250092506409,211950.0,1.5433549880981443,1.9841399788856504,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
575,tt1503640,Damadamm!,2011,27 Oct 2011,Comedy | Drama | Romance,Himesh Reshammiya (story) | Subrat Sinha (screenplay),Himesh Reshammiya | Sonal Sehgal | Purbi Joshi | Rajesh Khattar,Swapna Joshi,0.0,1,Damadamm!, 27 Oct 2011 , 120 min  ,Comedy,Disaster,225,"1,02,500","5,00,00,000","14,00,000","43,00,000","59,25,000","59,77,000","82,35,750","91,00,000","91,00,000",5.0,150.0,1.9782600402832031,0.0,3.0152027458629536,1.55754005908966,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
576,tt1504687,I Am Singh,2011,,Action | Crime | Drama,Gary Castro Churchwell (additional dialogue) | Deepali Issar (story) | Puneet Issar (story) | Puneet Issar | Satyajit Puri (story),Joseph Armillas | Anto Boghokian | Elissa Brentano | Gerald Brodin,Puneet Issar,0.0,1,I Am Singh, 2 Dec 2011 , 130 min  ,Drama,Disaster,300,"42,600","9,00,00,000","9,00,000","22,50,000","31,25,000","30,37,500","42,18,750","43,50,000","43,50,000",16.41485507246378,715.5120137299773,2.9788738278193287,649043.6336765825,3.0152027458629536,3.5439428890778935,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
577,tt1508259,Dhara,2008,15 Feb 2008,Drama | Romance,Ibrahim Ashq (lyrics) | Masud Mirza (screenplay),Sudhanshu Pandey | Hrishitaa Bhatt | Anuj Punj | Suman Agarwal,Masud Mirza,0.0,1,Dhara, 15 Feb 2008 , 106 min  ,Drama,Disaster,5,225,"1,25,00,000",None,None,"10,000",None,"14,000","14,000","14,000",9.0,200.0,1.2173899412155151,46800.0,1.117300033569336,1.76067996025085,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
578,tt1508950,Baabarr,2009,11 Sep 2009,Action | Crime | Drama,Ikram Akhtar (dialogue) | Ikram Akhtar | Vivek Misra (dialogue),Mithun Chakraborty | Om Puri | Sohum Shah | Urvashi Sharma,Ashu Trikha,0.0,1,Baabarr, 11 Sep 2009 , 129 min  ,Action,Disaster,350,"2,31,000","4,50,00,000","28,00,000","93,00,000","1,28,50,000","1,29,82,250","1,79,42,250","1,94,00,000","1,97,86,000",27.5,910.0,2.2560549974441533,695000.0,2.7895150780677795,3.3056849241256696,6.0,130.0,1.1184200048446655,4020.0,1.0208499431610107,1.1185599565506
579,tt1509732,Aisha,2010,06 Aug 2010,Comedy | Drama | Romance,Jane Austen (novel) | Devika Bhagat (screenplay) | Devika Bhagat (dialogue) | Ritu Bhatia (dialogue) | Manu Rishi Chadha (dialogue),Sonam Kapoor | Abhay Deol | Amrita Puri | Cyrus Sahukar,Rajshree Ojha,0.0,2,Aisha, 6 Aug 2010 , 131 min  ,Rom - Com,Flop,625,"21,35,000","18,00,00,000","2,62,00,000","8,73,00,000","12,64,00,000","14,13,90,500","20,42,79,000","21,41,00,000","25,52,62,500",10.0,420.0,3.2628499269485487,776500.0,2.9997701048851013,3.9993149042129534,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
580,tt1512220,My Friend Pinto,2011,21 Oct 2011,Comedy | Crime | Drama,Raaghav Dar (story) | Arun Sukumar (story),Prateik | Kalki Koechlin | Arjun Mathur | Shruti Seth,Raaghav Dar,0.0,1,My Friend Pinto, 14 Oct 2011 , 104 min  ,Drama,Disaster,375,"1,57,000","9,00,00,000","24,00,000","87,00,000","1,21,00,000","1,19,19,000","1,65,77,000","1,81,00,000","1,81,00,000",5.0,210.0,2.875,190000.0,1.976889967918396,2.6319600343704246,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
581,tt1522329,Tum Mile,2009,13 Nov 2009,Drama | Romance,Kumaar (lyrics) | Sayeed Qadri (lyrics) | Ankur Tewari,Mantra | Prerna Chawla | Emraan Hashmi | J. Brandon Hill,Kunal Deshmukh,0.0,1,Tum Mile, 13 Nov 2009 , 135 min  ,Love Story,Disaster,675,"14,71,000","22,00,00,000","2,21,00,000","6,24,00,000","8,59,00,000","9,07,12,000","12,54,42,000","12,54,00,000","13,46,00,000",26.0,1400.0,4.311039924621582,861000.0,3.2177600860595703,4.72095012664795,4.0,250.0,4.019740104675293,107000.0,1.7875900268554688,4.102149963378911
582,tt1532957,Paa,2009,04 Dec 2009,Comedy | Drama,R. Balki,Amitabh Bachchan | Abhishek Bachchan | Vidya Balan | Paresh Rawal,R. Balki,0.0,5,Paa, 4 Dec 2009 , 133 min  ,Drama,Semi Hit,600,"48,87,000","21,00,00,000","2,12,00,000","10,09,00,000","16,07,00,000","16,66,77,000","26,01,28,500","43,12,00,000","48,93,25,000",32.0,1652.5,4.3499425649642935,1386500.0,4.573432534933089,5.515762567520143,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
583,tt1535467,Patiala House,2011,11 Feb 2011,Comedy | Drama | Sport,Nikhil Advani (story) | Earl D'Souza (lyrics) | Anvita Dutt Guptan (dialogues) | Harshdeep Kaur (lyrics),Rishi Kapoor | Dimple Kapadia | Akshay Kumar | Anushka Sharma,Nikhil Advani,0.0,2,Patiala House, 11 Feb 2011 , 147 min  ,Drama,Flop,1550,"49,35,000","50,00,00,000","4,18,00,000","15,90,00,000","24,29,00,000","27,17,50,000","40,76,94,000","44,62,00,000","56,04,05,000",22.75,1175.0,4.0817750692367545,1120250.0,3.8865674138069153,4.9714574813842765,5.0,190.0,2.2789499759674072,53700.0,1.3907400369644165,2.32434010505676
584,tt1538210,Aao Wish Karein,2009,13 Nov 2009,Comedy | Drama | Fantasy,Glen Barreto (additional screenplay) | Ravinder Manga (dialogue) | Ravinder Manga (story) | Aftab Shivdasani (story),Aftab Shivdasani | Aamna Shariff | Rati Agnihotri | Tiku Talsania,Glen Barreto,0.0,1,Aao Wish Karein, 13 Nov 2009 , 140 min  ,Drama,Disaster,70,"18,400","5,75,00,000","2,50,000","8,25,000","11,75,000","11,46,750","16,33,250","17,00,000","17,00,000",20.5,665.0,2.176019966602325,89100.0,1.226425051689148,2.369225025177005,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
585,tt1558578,Knock Out,2010,15 Oct 2010,Action | Crime | Drama,Shiraz Ahmed (dialogue) | Vishal Dadlani (lyrics) | Panchhi Jalonvi (lyrics) | Mani Shankar (story) | Shellee (lyrics),Sanjay Dutt | Irrfan Khan | Kangana Ranaut | Gulshan Grover,Mani Shankar,0.0,1,Knock Out, 15 Oct 2010 , 117 min  ,Thriller,Disaster,800,"9,91,000","30,00,00,000","1,18,00,000","3,92,00,000","5,86,00,000","5,59,67,000","8,34,57,250","8,50,00,000","8,94,25,000",28.75,1080.0,2.8004399836063385,699000.0,2.799837470054626,3.6218298673629747,5.0,140.0,1.5684200525283811,542000.0,5.026390075683594,2.34055995941162
586,tt1562361,Let's Dance,2009,19 Jun 2009,Crime | Drama | Musical,Muazzam Beg (story) | Sibtain Shahidi (screenplay),Gayatri Patel Bahl | Aqib Afzaal | Ajay Chaudhary | Aabhas Yadav,Aarif Sheikh,0.0,1,Let's Dance, 19 Jun 2009 , 123 min  ,Drama,Disaster,70,"8,275","4,50,00,000","1,25,000","4,00,000","5,25,000","5,44,000","7,14,000","7,50,000","7,50,000",16.41485507246378,715.5120137299773,2.9788738278193287,649043.6336765825,3.0152027458629536,3.5439428890778935,6.6552059052059045,322.2766122766123,2.9092558385238414,257732.2999222999,2.9029395163012923,3.2353892118410257
587,tt1562859,Golmaal 3,2010,05 Nov 2010,Action | Comedy,Robin Bhatt (script consultant) | Farhad (dialogue) | Bunty Rathore (additional dialogue) | Yunus Sajawal (screenplay) | Sajid (dialogue),Mithun Chakraborty | Ajay Devgn | Kareena Kapoor | Tusshar Kapoor,Rohit Shetty,1.0,8,Golmaal 3, 5 Nov 2010 , 141 min  ,Comedy,Blockbuster,1750,"1,77,12,000","50,00,00,000","8,36,00,000","34,85,00,000","62,61,00,000","56,94,30,000","98,26,08,000","1,49,12,00,000","1,69,56,35,000",32.0,1577.5,3.798472464084625,1458750.0,4.759819835424422,5.3076923489570635,10.0,950.0,6.328949928283691,437000.0,4.244609832763672,6.837609767913821
