movie_name,release_date,runtime,genre,hitfactor,screens,footfall,budget,first_day,first_weekend,first_week,worldwide_first_weekend,worldwide_first_week,india_gross,worldwide_gross
The Dirty Relation, 19 Apr 2013 , 121 min  ,Adult,Flop,50,"1,26,500","50,00,000","4,00,000","12,00,000","18,00,000","16,80,000","25,20,000","50,00,000","50,00,000"
Mr. Majnu, 5 Aug 2011 , 124 min  ,Love Story,Disaster,15,"3,250","75,00,000","25,000","70,000","1,00,000","98,000","1,40,000","1,40,000","1,40,000"
Knock Knock I'm Looking To Marry, 26 Dec 2003 , 94 min  ,Rom - Com,Disaster,10,"8,575","80,00,000","60,000","2,00,000","3,00,000","2,86,000","4,29,000","5,00,000","5,00,000"
Kaagaz Ke Fools, 24 Apr 2015 , 109 min  ,Comedy,Disaster,300,"42,900","4,00,00,000","6,50,000","23,00,000","34,00,000","31,51,000","46,58,000","48,00,000","48,00,000"
Shorgul, 1 Jul 2016 , 132 min  ,Drama,Disaster,600,"1,00,000",None,"20,00,000","65,00,000","84,50,000","92,95,000","1,20,83,500","1,24,00,000","1,24,00,000"
Don Muthu Swami, 23 May 2008 , 114 min  ,Comedy,Disaster,200,"1,75,000","4,75,00,000",None,None,"44,50,000",None,"62,74,500","84,00,000","84,00,000"
Kaala Mandir, 21 Jul 2000 , 106 min  ,Horror,Disaster,5,"95,100","20,00,000",None,None,None,None,"16,53,000","16,50,000","16,50,000"
Sai Mahima, 9 Jan 2015 , 156 min  ,Devotional,Disaster,25,"9,300",None,None,None,None,None,"7,00,000","7,00,000","7,00,000"
Five Rifles, 16 Nov 2001 , 0 min  ,Action,Disaster,3,"54,100","20,00,000",None,None,None,None,"15,21,000","15,25,000","15,25,000"
International Hero, 2 Jan 2015 , 119 min  ,Drama,Disaster,5,"14,900",None,None,None,None,None,"6,75,000","6,75,000","6,75,000"
Shaadi Ka Punchnama, 15 Sep 2017 , 0 min  ,Comedy,Disaster,5,"2,225",None,None,None,None,None,"1,50,000","1,50,000","1,50,000"
Ram Shastra, 10 Nov 1995 , 150 min  ,Action,Flop,150,"31,78,000","3,25,00,000","44,00,000","1,17,00,000","1,81,50,000","1,96,56,000","3,04,92,000","4,48,00,000","4,61,90,000"
Cute Kameena, 18 Mar 2016 , 110 min  ,Rom - Com,Disaster,200,"7,500",None,None,None,None,None,"8,97,000","9,00,000","9,00,000"
Let's Enjoy, 1 Oct 2004 , 108 min  ,Comedy,Disaster,20,"27,900","90,00,000","2,50,000","8,50,000","12,50,000","11,98,500","17,62,500","20,50,000","20,50,000"
Jungle Ka Sher, 2 Apr 2004 , 131 min  ,Action,Disaster,5,"1,17,000","25,00,000",None,None,None,None,"27,03,000","27,00,000","27,00,000"
Aaghaaz, 6 Oct 2000 , 159 min  ,Action,Flop,200,"36,02,000","6,50,00,000","65,00,000","1,82,00,000","2,96,00,000","3,12,69,750","5,08,84,250","8,78,00,000","9,03,43,750"
Laalchee, 23 Aug 1996 , 145 min  ,Drama,Disaster,10,"24,300","40,00,000","37,500","1,75,000","2,25,000","2,97,500","3,82,500","4,25,000","4,25,000"
Mumbhai Connection, 22 Aug 2014 , 86 min  ,Drama,Disaster,2,125,"2,00,00,000",None,None,None,None,"32,500","32,500","32,500"
Thakshak, 3 Dec 1999 , 168 min  ,Drama,Disaster,185,"27,43,000","6,50,00,000","49,00,000","1,31,00,000","2,09,00,000","2,36,61,500","3,53,21,000","6,16,00,000","6,52,97,500"
Tom Dick and Harry, 12 May 2006 , 142 min  ,Comedy,Average,275,"25,74,000","7,50,00,000","1,19,00,000","3,48,00,000","5,52,00,000","5,16,91,000","8,20,24,000","13,06,00,000","13,51,50,000"
Not A Love Story, 19 Aug 2011 , 146 min  ,Thriller,Flop,525,"5,81,000","7,50,00,000",None,None,"3,75,00,000",None,"5,06,25,000","5,67,00,000","5,67,00,000"
English Vinglish, 5 Oct 2012 , 136 min  ,Drama,Semi Hit,700,"42,64,000","26,00,00,000","2,32,00,000","12,71,00,000","19,42,00,000","25,63,31,000","37,90,87,000","53,10,00,000","78,56,25,000"
Milan, 4 Feb 1994 , 128 min  ,Drama,Disaster,105,"25,06,000","1,70,00,000","15,25,000","43,00,000","73,25,000","79,98,000","1,36,24,500","2,44,00,000","2,44,00,000"
Desi Black Picture, 10 Mar 2017 , 101 min  ,Drama,Disaster,3,"4,025",None,None,None,None,None,"2,20,500","2,20,000","2,20,000"
Return Of Hanuman, 28 Dec 2007 , 101 min  ,Animation,Disaster,215,"2,92,500","16,00,00,000","27,00,000","94,00,000","1,38,50,000","1,29,72,000","1,91,13,000","2,56,00,000","2,56,00,000"
Junoon - Once Upon A Time In Calcutta, 12 May 2017 , 137 min  ,Drama,Disaster,4,"8,075",None,None,None,None,None,"5,00,500","5,00,000","5,00,000"
Siddharth - The Prisoner, 27 Feb 2009 , 92 min  ,Drama,Disaster,40,"11,650","1,75,00,000","1,75,000","5,25,000","7,50,000","7,19,250","10,27,500","10,75,000","10,75,000"
Tere Jism Se Jaan Tak, 18 Dec 2015 , 105 min  ,Adult,Disaster,5,"16,200",None,None,None,None,None,"9,23,000","9,25,000","9,25,000"
Khanna & Iyer, 30 Mar 2007 , 110 min  ,Comedy,Disaster,70,"23,800","2,25,00,000","3,00,000","9,75,000","13,50,000","13,74,750","19,03,500","19,75,000","19,75,000"
Black, 4 Feb 2005 , 122 min  ,Drama,Average,235,"60,31,000","23,00,00,000","1,03,00,000","3,43,00,000","6,47,00,000","6,48,01,000","11,53,64,000","33,02,00,000","40,93,70,000"
Ajnabee, 21 Sep 2001 , 167 min  ,Thriller,Average,325,"1,07,21,000","17,00,00,000","1,65,00,000","4,78,00,000","8,07,00,000","9,27,82,000","15,31,83,000","28,83,00,000","31,83,00,000"
Border Hindustan Ka, 20 Jun 2003 , 134 min  ,Action,Disaster,45,"3,60,000","1,75,00,000","9,50,000","26,00,000","38,00,000","41,08,000","60,04,000","93,00,000","93,00,000"
Shohrat, 28 Jun 1996 , 154 min  ,Action,Disaster,45,"8,26,000","90,00,000","6,25,000","23,00,000","37,00,000","38,87,000","62,53,000","1,07,00,000","1,07,98,700"
Bhool Bhulaiyaa, 12 Oct 2007 , 158 min  ,Comedy,Hit,1050,"1,17,86,000","32,00,00,000","3,88,00,000","14,37,00,000","23,50,00,000","26,39,80,000","41,57,42,500","68,59,00,000","82,83,77,500"
Dulhe Raja, 10 Jul 1998 , 149 min  ,Comedy,Hit,165,"1,18,53,000","5,00,00,000","64,00,000","1,80,00,000","3,26,00,000","3,23,88,750","5,82,20,250","22,17,00,000","22,49,06,250"
Hari Bhari, 29 Dec 2000 , 134 min  ,Drama,Disaster,1,"27,300","40,00,000",None,None,None,None,"6,50,000","6,50,000","6,50,000"
Parwane, 12 Nov 1993 , 145 min  ,Action,Flop,70,"26,05,000","70,00,000","11,25,000","31,00,000","52,50,000","58,28,000","98,70,000","2,10,00,000","2,11,57,500"
Ram Balram Aur Ramkali, 5 Aug 2005 , 67 min  ,Action,Disaster,2,"36,900","15,00,000",None,None,None,None,"9,50,000","9,50,000","9,50,000"
Expiry Date, 26 Jan 2018 , 108 min  ,Drama,,0,--,None,None,None,None,None,--,None,None
Papa Kahte Hain, 17 May 1996 , 143 min  ,Drama,Disaster,20,"10,62,000","1,50,00,000","3,00,000","14,00,000","25,50,000","23,52,000","42,84,000","1,93,00,000","2,10,50,000"
Chalk N Duster, 15 Jan 2016 , 130 min  ,Drama,Disaster,450,"1,39,000","12,00,00,000","27,00,000","1,02,00,000","1,58,00,000","1,41,78,000","2,19,62,000","2,22,00,000","2,22,00,000"
Kaho Na Kaho, 25 Mar 2011 , 0 min  ,Love Story,Disaster,20,"12,800","25,00,000",None,None,None,None,"5,52,000","5,50,000","5,50,000"
Tumhari Sulu, 17 Nov 2017 , 140 min  ,Drama,Average,1200,"28,04,000","20,00,00,000","2,61,00,000","12,15,00,000","18,14,00,000","19,68,00,000","28,83,07,000","42,36,00,000","51,39,00,000"
Hum Dono, 11 Aug 1995 , 160 min  ,Drama,Average,160,"68,06,000","3,50,00,000","46,00,000","1,34,00,000","2,36,25,000","2,22,44,000","3,92,17,500","10,07,00,000","10,24,60,000"
Murder, 2 Apr 2004 , 130 min  ,Thriller,Super Hit,215,"53,26,000","5,00,00,000","1,03,00,000","2,95,00,000","5,27,00,000","4,36,60,000","7,79,96,000","22,28,00,000","22,49,87,500"
Safari, 11 Jun 1999 , 161 min  ,Drama,Disaster,120,"12,79,000","3,50,00,000","26,00,000","68,00,000","1,06,00,000","1,20,94,000","1,87,74,000","2,54,00,000","2,66,90,000"
Kama Sundari, 22 Jun 2001 , 107 min  ,Drama,Disaster,10,"1,57,000","30,00,000",None,None,None,None,"29,05,000","29,00,000","29,00,000"
Andhera, 26 Aug 1994 , 120 min  ,Drama,Flop,4,"5,00,000","15,00,000",None,None,None,None,"40,94,000","41,00,000","41,00,000"
Raqt, 27 Sep 2013 , 136 min  ,Drama,Disaster,200,"49,400","2,50,00,000","4,50,000","14,00,000","18,75,000","19,60,000","26,25,000","29,00,000","29,00,000"
Bachelor Party, 4 Sep 2009 , 112 min  ,Comedy,Disaster,50,"27,800","2,50,00,000","2,25,000","6,75,000","9,00,000","9,11,250","12,15,000","13,20,000","13,20,000"
Agnee Morcha, 4 Apr 1997 , 136 min  ,Action,Disaster,45,"6,48,000","1,00,00,000","8,00,000","20,00,000","31,50,000","35,20,000","55,44,000","92,00,000","92,00,000"
Bodyguard, 31 Aug 2011 , 139 min  ,Action,Blockbuster,2750,"2,21,48,000","70,00,00,000","21,17,00,000","53,94,00,000","1,03,89,00,000","89,91,84,000","1,69,71,84,000","1,96,21,00,000","2,34,39,00,000"
Dil Kabaddi, 5 Dec 2008 , 123 min  ,Comedy,Flop,325,"5,72,000","10,00,00,000","60,00,000","2,14,00,000","3,27,00,000","2,93,18,000","4,47,99,000","5,27,00,000","5,27,00,000"
Gangs Of Wasseypur 2, 8 Aug 2012 , 161 min  ,Drama,Flop,1000,"29,13,000","18,00,00,000","2,72,00,000","8,21,00,000","17,49,00,000","11,16,89,150","23,79,30,300","31,20,00,000","31,21,65,750"
Jism Aur Kamasutra, 27 Aug 2004 , 103 min  ,Adult,Disaster,1,"35,000","15,00,000",None,None,None,None,"8,25,000","8,25,000","8,25,000"
Victoria No. 203, 31 Aug 2007 , 130 min  ,Comedy,Disaster,165,"1,86,000","9,00,00,000","20,00,000","66,00,000","92,00,000","92,40,000","1,28,80,000","1,35,00,000","1,35,00,000"
The Dirty MMS, 20 Dec 2013 , 93 min  ,Adult,Disaster,2,"38,600","20,00,000",None,None,None,None,"14,00,000","14,00,000","14,00,000"
Dil Vil Pyar Vyar, 18 Oct 2002 , 154 min  ,Love Story,Disaster,140,"10,13,000","4,50,00,000","32,00,000","1,00,00,000","1,58,00,000","1,95,77,500","3,01,79,750","3,83,00,000","4,65,02,500"
Inteqam Aurat Ka, 3 Sep 1999 , 112 min  ,Drama,Disaster,1,"1,37,500","25,00,000",None,None,None,None,"22,49,000","22,50,000","22,50,000"
Young - The Powerful Blood, 5 Jun 2009 , 0 min  ,Drama,Disaster,3,"19,600","20,00,000",None,None,None,None,"6,74,500","6,75,000","6,75,000"
Qasam Se Qasam Se, 15 Jun 2012 , 145 min  ,Love Story,Disaster,100,"37,000","2,00,00,000","5,00,000","15,50,000","21,00,000","21,23,500","28,77,000","30,50,000","30,50,000"
Shubh Mangal Saavdhan, 1 Sep 2017 , 105 min  ,Comedy,Semi Hit,1300,"39,31,000","25,00,00,000","2,64,00,000","14,23,00,000","23,69,00,000","21,87,67,000","35,68,01,000","54,23,00,000","64,02,20,000"
Love Possible, 16 Mar 2012 , 118 min  ,Love Story,Disaster,50,"10,150","1,00,00,000","1,50,000","4,50,000","6,00,000","6,30,000","8,40,000","8,75,000","8,75,000"
Chain Kulii Ki Main Kulii, 22 Jun 2007 , 92 min  ,Comedy,Disaster,130,"1,86,000","4,00,00,000","21,00,000","74,00,000","1,01,00,000","1,02,12,000","1,39,38,000","1,56,00,000","1,56,00,000"
Raghu More Bachelor Of Hearts, 10 Jan 2003 , 124 min  ,Comedy,Disaster,10,"13,400","40,00,000","1,00,000","3,00,000","4,25,000","4,65,000","6,58,750","7,75,000","7,75,000"
Annarth, 1 Nov 2002 , 153 min  ,Action,Disaster,165,"16,83,000","6,75,00,000","39,00,000","1,13,00,000","1,82,50,000","1,93,67,500","3,12,53,750","4,87,00,000","5,11,12,500"
Dil Se Teri Yaad Na Jaaye, 26 Sep 2003 , 116 min  ,Love Story,Disaster,1,"10,500","30,00,000",None,None,None,None,"2,74,750","2,75,000","2,75,000"
EMI, 7 Nov 2008 , 134 min  ,Comedy,Disaster,550,"9,37,000","17,00,00,000","1,03,00,000","3,35,00,000","4,71,00,000","5,36,90,000","7,54,44,000","6,97,00,000","8,15,75,000"
Boond, 17 Aug 2001 , 127 min  ,Drama,Disaster,7,"37,400","75,00,000","1,00,000","2,50,000","4,00,000","4,50,000","7,20,000","9,00,000","9,00,000"
Golden Bar, 27 Feb 2004 , 110 min  ,Drama,Disaster,2,"38,600","20,00,000","25,000","75,000","1,00,000","1,17,000","1,56,000","9,75,000","9,75,000"
NH 10, 13 Mar 2015 , 114 min  ,Drama,Semi Hit,1000,"29,46,000","18,00,00,000","3,26,00,000","12,99,00,000","20,31,00,000","20,71,91,000","31,65,29,000","42,17,00,000","49,10,75,000"
Haider, 2 Oct 2014 , 162 min  ,Drama,Average,1250,"44,47,000","48,00,00,000","5,20,00,000","16,61,00,000","32,72,00,000","28,82,20,500","52,47,13,500","65,52,00,000","79,16,67,500"
Water, 9 Mar 2007 , 117 min  ,Drama,Disaster,175,"2,78,500","12,00,00,000","27,00,000","85,00,000","1,24,50,000","1,19,00,000","1,74,30,000","2,36,00,000","2,36,00,000"
Dum Maaro Dum, 22 Apr 2011 , 130 min  ,Thriller,Flop,1350,"42,68,000","31,00,00,000","5,12,00,000","15,14,00,000","22,89,00,000","25,19,18,000","37,05,53,000","43,54,00,000","51,19,40,000"
Laadla, 25 Mar 1994 , 165 min  ,Masala,Hit,170,"1,31,28,000","3,25,00,000","39,00,000","1,11,00,000","2,01,75,000","2,06,46,000","3,75,25,500","13,29,00,000","13,91,50,000"
Ajab Gazabb Love, 26 Oct 2012 , 126 min  ,Comedy,Disaster,850,"9,03,000","29,00,00,000","1,42,00,000","4,74,00,000","6,75,00,000","6,87,84,000","9,80,10,000","9,48,00,000","10,20,90,000"
Bharat Ka Sanvidhan, 14 Apr 2017 , 120 min  ,Drama,Disaster,1,"1,025",None,None,None,None,None,"70,000","70,000","70,000"
Jaana... Lets Fall In Love, 6 Oct 2006 , 104 min  ,Love Story,Disaster,8,"4,500","2,00,00,000","25,000","75,000","1,00,000","1,05,000","1,40,000","1,75,000","1,75,000"
Phoolan Bai, 24 Aug 2001 , 128 min  ,Action,Disaster,10,"1,61,500","20,00,000",None,None,None,None,"29,92,500","30,00,000","30,00,000"
Kagaar - Living on the Edge, 31 Oct 2003 , 121 min  ,Drama,Disaster,50,"2,59,000","1,75,00,000","10,00,000","28,00,000","45,00,000","42,28,000","67,95,000","1,07,00,000","1,07,00,000"
Jahan Tum Le Chalo, 15 Jan 1999 , 131 min  ,Love Story,Disaster,6,"42,300","50,00,000","1,25,000","3,50,000","5,50,000","5,46,000","8,58,000","10,50,000","10,50,000"
Call For Fun, 6 Oct 2017 , 126 min  ,Comedy,Disaster,225,"6,375",None,"1,25,000","5,00,000","7,15,000","6,45,000","9,22,350","9,50,000","9,50,000"
Dilbar, 15 Sep 1995 , 140 min  ,Drama,Disaster,30,"6,34,000","90,00,000","4,25,000","13,25,000","22,75,000","21,73,000","37,31,000","75,00,000","75,84,375"
Shortcut Safari, 29 Apr 2016 , 102 min  ,Drama,Disaster,40,"5,000",None,None,None,"4,50,000",None,"5,94,000","6,25,000","6,25,000"
Shaan-E-Elaahi, 15 Dec 1995 , 0 min  ,Devotional,Disaster,1,"3,800","7,50,000",None,None,None,None,"37,500","37,500","37,500"
Kkamjori - The Weakness, 21 Jan 2005 , 120 min  ,Drama,Disaster,1,"51,800","25,00,000",None,None,None,None,"13,77,000","13,75,000","13,75,000"
Tere Mere Phere, 30 Sep 2011 , 125 min  ,Comedy,Disaster,225,"68,500","4,75,00,000","11,00,000","35,00,000","49,25,000","48,30,000","67,96,500","70,00,000","70,00,000"
A Struggler Just Fights, 5 Jun 2015 , 0 min  ,Drama,Disaster,1,"4,725",None,None,None,None,None,"1,90,000","1,90,000","1,90,000"
Kaashh....Mere Hote, 9 Jan 2009 , 135 min  ,Love Story,Disaster,60,"25,600","3,50,00,000","2,25,000","7,50,000","10,25,000","10,42,500","14,24,750","14,50,000","14,50,000"
D Day, 19 Jul 2013 , 154 min  ,Thriller,Flop,1250,"23,71,000","28,00,00,000","2,38,00,000","8,58,00,000","13,66,00,000","14,16,78,000","21,85,01,000","25,12,00,000","28,89,82,500"
Old Ghost House, 22 Jul 2016 , 130 min  ,Adult,Disaster,5,"81,500",None,None,None,None,None,"52,50,000","52,50,000","52,50,000"
Dee Saturday Night, 21 Feb 2014 , 138 min  ,Drama,Disaster,175,"34,800","2,00,00,000","3,00,000","9,50,000","13,75,000","12,92,000","18,70,000","20,00,000","20,00,000"
Jungle Love Story, 11 Sep 1998 , 0 min  ,Drama,Flop,20,"2,51,000","25,00,000","3,00,000","8,75,000","13,50,000","15,13,750","23,35,500","41,00,000","41,21,250"
Fear, 1 Aug 2007 , 115 min  ,Horror,Disaster,0,--,"2,50,00,000",None,None,None,None,--,None,None
Road, 27 Sep 2002 , 134 min  ,Thriller,Below Average,225,"36,38,000","6,00,00,000","88,00,000","2,59,00,000","4,30,00,000","4,89,54,250","7,81,03,750","12,25,00,000","13,23,91,250"
Duplicate Sholay, 26 Apr 2002 , 0 min  ,Action,Flop,4,"23,400","20,00,000",None,None,None,None,"45,90,000","46,00,000","46,00,000"
Haunted Child, 23 Aug 2013 , 0 min  ,Horror,Disaster,25,"16,300","1,25,00,000","1,25,000","4,00,000","5,75,000","4,80,000","6,90,000","7,50,000","7,50,000"
Yeh Pal Ho Na Ho... Kal, 29 May 2009 , 158 min  ,Drama,Disaster,30,"24,600","1,50,00,000","2,00,000","6,50,000","9,00,000","9,03,500","12,51,000","15,25,000","15,25,000"
The Unforgettable, 11 Sep 2009 , 154 min  ,Drama,Disaster,15,"2,125","85,00,000","30,000","1,15,000","1,50,000","1,65,600","2,16,000","2,30,000","2,30,000"
Item Girl, 30 Jun 2006 , 77 min  ,Adult,Disaster,2,"22,500","15,00,000",None,None,None,None,"5,99,250","6,00,000","6,00,000"
Married To America, 17 Feb 2012 , 131 min  ,Thriller,Disaster,150,"31,300","2,50,00,000","3,50,000","11,00,000","15,00,000","15,40,000","21,00,000","22,00,000","22,00,000"
Home Delivery, 2 Dec 2005 , 151 min  ,Rom - Com,Disaster,100,"2,64,000","4,00,00,000","35,00,000","98,00,000","1,39,50,000","1,76,10,500","2,47,57,000","2,09,00,000","2,64,50,000"
Chot, 18 Jun 2004 , 124 min  ,Drama,Disaster,35,"1,97,000","1,00,00,000","6,00,000","16,75,000","25,25,000","24,45,500","36,86,500","62,00,000","62,00,000"
Le Chal Apne Sang, 17 Mar 2000 , 141 min  ,Love Story,Disaster,20,"1,31,500","80,00,000","2,25,000","6,50,000","11,00,000","11,44,250","19,08,650","29,00,000","29,87,000"
Raat Gayi Baat Gayi, 1 Jan 2010 , 108 min  ,Drama,Disaster,150,"1,09,000","6,00,00,000","14,00,000","49,00,000","67,50,000","67,62,000","93,15,000","95,00,000","95,00,000"
Haunted Jungle, 26 Feb 2016 , 121 min  ,Adult,Disaster,5,"33,200",None,None,None,None,None,"21,45,000","21,50,000","21,50,000"
Galati Tumhari, 8 Dec 2017 , 101 min  ,Thriller,Disaster,50,"12,500",None,None,None,None,None,"7,99,500","8,00,000","8,00,000"
Varn Sankar, 14 Aug 2015 , 133 min  ,Drama,Disaster,2,"3,200",None,None,None,None,None,"1,50,000","1,50,000","1,50,000"
Bombay To Bangkok, 18 Jan 2008 , 121 min  ,Comedy,Disaster,175,"3,62,000","7,00,00,000","42,00,000","1,33,00,000","1,83,00,000","1,84,87,000","2,54,37,000","2,72,00,000","2,72,00,000"
Ek Hasina Thi, 16 Jan 2004 , 135 min  ,Thriller,Flop,180,"15,12,000","4,25,00,000","62,00,000","1,78,00,000","2,73,00,000","2,63,44,000","4,04,04,000","6,88,00,000","6,88,00,000"
Hum Hain Teen Khurafaati, 28 Nov 2014 , 134 min  ,Comedy,Disaster,25,"11,800",None,None,None,None,None,"7,48,000","7,50,000","7,50,000"
Mahaarani, 27 Apr 2001 , 123 min  ,Drama,Disaster,1,"85,600","15,00,000",None,None,None,None,"14,98,500","15,00,000","15,00,000"
Hyderabad Blues, 17 Jul 1998 , 84 min  ,Drama,Average,1,"3,57,000","25,00,000",None,None,None,None,"1,09,21,000","1,09,00,000","1,09,00,000"
Daku Bhairav Singh, 26 Jan 2001 , 119 min  ,Action,Disaster,8,"1,52,500","50,00,000",None,None,None,None,"28,05,000","28,00,000","28,23,250"
Kaali Pahadi, 20 Oct 2000 , 77 min  ,Horror,Disaster,1,"61,800","15,00,000",None,None,None,None,"10,75,000","10,75,000","10,75,000"
Ishq Hai Tumse, 2 Jan 2004 , 148 min  ,Love Story,Disaster,155,"5,90,000","5,00,00,000","31,00,000","81,00,000","1,18,00,000","1,26,70,500","1,85,10,500","2,29,00,000","2,43,56,000"
Lucchey Laffange, 19 Aug 2016 , 117 min  ,Comedy,Disaster,300,"27,200",None,None,None,None,None,"18,20,000","18,25,000","18,25,000"
1921, 12 Jan 2018 , 144 min  ,Horror,,1500,--,"15,00,00,000","1,57,00,000","6,44,00,000","11,02,00,000",None,--,None,"2,67,75,000"
Apne Dam Par, 15 Mar 1996 , 156 min  ,Drama,Flop,115,"22,18,000","2,00,00,000","25,00,000","67,00,000","1,08,00,000","1,13,23,000","1,82,52,000","2,98,00,000","3,02,14,000"
Qayamat Hi Qayamat, 15 Sep 2012 , 124 min  ,Action,Disaster,275,"1,49,500","2,00,00,000","10,00,000","29,00,000","40,00,000","39,73,000","54,80,000","78,00,000","78,00,000"
Love King Murder, 30 Aug 2013 , 124 min  ,Adult,Disaster,15,"22,500","15,00,000",None,None,None,None,"8,97,750","9,00,000","9,00,000"
Hum Kisise Kum Nahin, 31 May 2002 , 161 min  ,Comedy,Flop,350,"67,89,000","19,00,00,000","1,63,00,000","4,64,00,000","7,38,00,000","8,95,71,000","13,94,07,000","19,79,00,000","22,77,90,000"
Saat Saheliyan, 14 Jun 2002 , 125 min  ,Comedy,Disaster,1,"30,200","10,00,000",None,None,None,None,"5,74,000","5,75,000","5,75,000"
Loins Of Punjab Presents, 21 Sep 2007 , 88 min  ,Comedy,Flop,70,"2,20,000","2,50,00,000","12,00,000","46,00,000","74,25,000","63,94,000","1,03,20,750","1,98,00,000","1,98,00,000"
Aar Ya Paar, 31 Jan 1997 , 153 min  ,Drama,Disaster,115,"33,67,000","3,50,00,000","26,00,000","76,00,000","1,28,00,000","1,98,36,000","3,34,08,000","6,40,00,000","6,50,72,500"
Gupt Gyan, 9 Jul 2004 , 114 min  ,Adult,Disaster,2,"62,200","15,00,000",None,None,None,None,"14,72,250","14,75,000","14,75,000"
Khauff, 2 Mar 2000 , 121 min  ,Action,Flop,265,"42,64,000","7,50,00,000","69,00,000","2,00,00,000","3,49,00,000","3,80,02,000","6,52,02,500","9,71,00,000","10,58,00,000"
Jaane Tu... Ya Jaane Na, 4 Jul 2008 , 155 min  ,Love Story,Super Hit,600,"94,16,000","15,00,00,000","3,45,00,000","12,21,00,000","21,01,00,000","19,14,20,500","32,32,40,500","76,72,00,000","84,20,22,500"
Super Nani, 31 Oct 2014 , 133 min  ,Drama,Disaster,825,"2,65,000","18,00,00,000","43,00,000","1,62,00,000","2,44,00,000","2,79,95,000","4,15,15,000","3,43,00,000","4,41,00,000"
Hate Story, 20 Apr 2012 , 119 min  ,Thriller,Average,1100,"18,68,000","9,00,00,000","2,07,00,000","6,05,00,000","9,60,00,000","8,28,85,000","13,15,20,000","16,43,00,000","16,43,00,000"
Chaahat Ek Ehsaas, 6 Nov 2009 , 100 min  ,Adult,Disaster,1,"2,150","40,00,000",None,None,"50,000",None,"70,000","70,000","70,000"
Prithipal Singh...A Story, 30 Oct 2015 , 90 min  ,Drama,Disaster,6,525,None,None,None,None,None,"1,30,000","1,30,000","1,30,000"
Hot Maliaka, 12 May 2006 , 83 min  ,Adult,Disaster,1,"24,300","15,00,000",None,None,None,None,"7,77,000","7,75,000","7,75,000"
Behen Hogi Teri, 9 Jun 2017 , 128 min  ,Comedy,Disaster,750,"2,20,000","13,00,00,000","30,00,000","1,39,00,000","2,12,00,000","1,91,82,000","2,92,56,000","3,06,00,000","3,06,00,000"
Chehra Maut Ka, 13 Apr 2001 , 118 min  ,Horror,Disaster,1,"49,700","15,00,000",None,None,None,None,"8,75,000","8,75,000","8,75,000"
Sooryavansham, 21 May 1999 , 171 min  ,Drama,Flop,190,"55,92,000","7,00,00,000","49,00,000","1,58,00,000","2,52,50,000","3,17,48,000","4,98,42,500","11,42,00,000","12,64,55,000"
Kismat Konnection, 18 Jul 2008 , 153 min  ,Rom - Com,Flop,850,"43,92,000","27,00,00,000","3,41,00,000","11,45,00,000","16,81,00,000","19,54,16,250","28,49,88,000","31,36,00,000","38,58,47,500"
Nazar Ke Samne, 2 Jun 1995 , 131 min  ,Drama,Flop,85,"17,17,000","1,25,00,000","16,50,000","45,00,000","74,00,000","76,05,000","1,25,06,000","2,14,00,000","2,14,00,000"
Kadvi Hawa, 24 Nov 2017 , 95 min  ,Drama,Disaster,125,"16,600",None,"3,50,000","15,00,000","22,25,000","19,35,000","28,70,250","29,00,000","29,00,000"
Bollywood Diaries, 26 Feb 2016 , 122 min  ,Drama,Disaster,525,"38,700",None,"7,00,000","23,00,000","32,25,000","32,20,000","45,15,000","47,00,000","47,00,000"
Click, 19 Feb 2010 , 127 min  ,Horror,Disaster,350,"2,14,000","7,50,00,000","24,00,000","82,00,000","1,15,50,000","1,09,06,000","1,53,61,500","1,62,00,000","1,62,00,000"
Jurmana, 5 Jan 1996 , 134 min  ,Action,Flop,130,"30,14,000","2,25,00,000","29,00,000","80,00,000","1,33,50,000","1,34,40,000","2,24,28,000","3,93,00,000","3,97,29,000"
Lady Dabangg Aaj Bbhi, 4 Nov 2011 , 90 min  ,Action,Disaster,5,"11,300","30,00,000",None,None,None,None,"4,48,500","4,50,000","4,50,000"
Blue Jeans Blues, 16 Feb 2018 , 113 min  ,Comedy,Disaster,1,--,None,None,None,None,None,"1,30,000","1,30,000","1,30,000"
Munnibai B.A. B. Com, 8 Apr 2005 , 85 min  ,Adult,Disaster,1,"44,400","10,00,000",None,None,None,None,"11,02,500","11,00,000","11,00,000"
Dark Chocolate, 2 Sep 2016 , 91 min  ,Mystery,Disaster,75,"8,700",None,"1,75,000","6,50,000","9,90,000","8,84,000","13,46,400","14,75,000","14,75,000"
Kelewaali, 12 Sep 2008 , 0 min  ,Adult,Disaster,1,"58,100","10,00,000",None,None,None,None,"17,04,000","17,00,000","17,00,000"
Tumsa Nahin Dekha, 24 Sep 2004 , 128 min  ,Love Story,Disaster,225,"11,13,000","7,00,00,000","54,00,000","1,51,00,000","2,37,00,000","2,19,02,000","3,44,82,000","4,92,00,000","5,03,50,000"
Khooni Shikunja, 22 Sep 2000 , 111 min  ,Horror,Disaster,4,"54,900","15,00,000",None,None,None,None,"9,51,500","9,50,000","9,50,000"
Dolly Ki Doli, 23 Jan 2015 , 100 min  ,Comedy,Flop,1150,"10,38,000","21,00,00,000","1,57,00,000","6,28,00,000","10,25,00,000","10,75,96,000","16,80,27,500","14,82,00,000","18,83,37,500"
